,index,key,score,total_mentions
60,1457,examination performed,10.096969696969737,196.0
61,3717,treatment patients,9.983668005354707,761.0
62,2202,previously published,9.741891891891918,267.0
63,3692,outpatient clinic,9.697674418604706,139.0
64,193,proximal femur,9.635971223021599,181.0
65,1813,cerebral arteries,9.611111111111072,173.0
66,2000,patients demonstrated,9.591836734693915,282.0
67,2949,previously shown,9.490909090909003,174.0
68,142,older patients,9.481481481481449,256.0
69,1767,conducted using,9.327272727272684,261.0
70,2705,thickness patients,9.225000000000058,123.0
71,2989,eight patients,9.094594594594568,673.0
72,2303,range months,8.73196159122089,872.0
73,2773,results present,8.723287671232876,199.0
74,2381,de novo,8.711111111111052,392.0
75,34,evaluated using,8.660869565217125,1328.0
76,1636,effective doses,8.642857142857192,121.0
77,2224,lung cancer,8.57522548236098,2304.0
78,1560,older adults,8.535143582730978,899.0
79,1330,resonance energy,8.46445497630336,190.0
80,3678,pd patients,8.375809935205284,554.0
81,964,new bone,8.375103734439818,348.0
82,124,coronary interventions,8.33333333333331,125.0
83,3726,survival pfs,8.321428571428521,233.0
84,801,observed patients,8.15484414490319,949.0
85,2402,assess association,8.136690647482041,195.0
86,186,receiver operating,8.125011937732854,2055.0
87,1578,aortic arch,7.997430013767777,636.0
88,1133,sons ltd,7.991558038485404,532.0
89,1429,admitted hospital,7.91020408163262,342.0
90,2818,five patients,7.697247706422016,839.0
91,2410,supine position,7.674390243902445,217.0
92,1047,left right,7.6551467855815405,1000.0
93,766,sought determine,7.56657963446478,414.0
94,464,showed mean,7.551181102362178,137.0
95,2567,technical success,7.49712159780691,801.0
96,3261,benign malignant,7.437796208530824,775.0
97,1212,imaging studies,7.285279187817288,1196.0
98,1090,secondary outcomes,7.27740805604204,263.0
99,991,specific brain,7.248062015503875,187.0
100,305,acuity bcva,7.245901639344307,260.0
101,2086,cortical surface,7.148654244306421,208.0
102,2478,malignant lesions,7.144554455445531,328.0
103,1776,patients died,7.110944527736119,527.0
104,2599,mice treated,7.079302832244006,211.0
105,2290,used identify,7.064183381088829,587.0
106,2973,bone density,6.88525214081825,458.0
107,707,brain abnormalities,6.858992805755401,227.0
108,2787,normal subjects,6.732954545454557,237.0
109,37,added value,6.72515337423316,203.0
110,1164,using data,6.641379310344871,321.0
111,1563,tomography angiography,6.600828157349886,839.0
112,1463,world health,6.599999999999976,198.0
113,2963,four different,6.589081225033282,278.0
114,2800,subjects underwent,6.575206611570248,442.0
115,3636,parietal cortex,6.559239130434822,447.0
116,2812,cardiopulmonary bypass,6.531722054380684,230.0
117,3347,disorder mdd,6.509589041095867,264.0
118,1552,procedure time,6.485813148788944,396.0
119,307,studies shown,6.4588235294118705,549.0
120,2983,less likely,6.397959183673486,330.0
121,403,hypertensive patients,6.390887290167858,325.0
122,545,achieved patients,6.328124999999976,405.0
123,708,left ventricle,6.253577371048207,696.0
124,925,obtained using,6.2405857740586,785.0
125,330,clinically relevant,6.204938271604899,718.0
126,3244,fractional flow,6.170032573289893,231.0
127,3330,method based,6.166037735849053,456.0
128,2452,volume total,6.149999999999999,123.0
129,1239,functional outcomes,6.118446601941743,411.0
130,2680,examination showed,6.105263157894758,290.0
131,2789,resonance cmr,6.020576131687237,418.0
132,1115,parameters patients,6.016279069767423,199.0
133,3510,performed patients,5.991878722252287,1785.0
134,2578,skeletal muscle,5.931998932479322,736.0
135,3270,enhanced depth,5.886111111111096,163.0
136,1997,lung function,5.848282630029473,359.0
137,2852,university hospital,5.825439783491216,525.0
138,150,functional status,5.808333333333317,164.0
139,3513,individual differences,5.7894135962636035,461.0
140,3575,reserve ffr,5.789189189189148,153.0
141,1426,showed better,5.7757009345794605,309.0
142,3262,peripheral nerve,5.766497461928929,284.0
143,3011,left temporal,5.761904761904752,165.0
144,223,higher mean,5.755339805825213,228.0
145,2542,artery pressure,5.684210526315806,180.0
146,346,aimed assess,5.6496688741721695,449.0
147,1843,routine use,5.628664495114005,192.0
148,3704,mean patients,5.608791208791189,232.0
149,1878,cingulate gyrus,5.581881533101051,178.0
150,2108,neural mechanisms,5.566406250000001,375.0
151,3734,closely related,5.563265306122463,319.0
152,3024,associated high,5.511111111111122,448.0
153,2718,months months,5.4769497400346925,687.0
154,798,total hip,5.473052733430159,716.0
155,3284,intraocular pressure,5.472027972027963,313.0
156,3372,cells cultured,5.4632911392404555,166.0
157,1026,results demonstrate,5.460431654676274,1012.0
158,2283,medical imaging,5.4322580645161445,421.0
159,3474,lung tissue,5.424427480916031,187.0
160,3427,readily available,5.3999999999999835,162.0
161,1768,higher frequency,5.379423868312758,152.0
162,1275,single center,5.356834532374057,219.0
163,754,patients acute,5.261980830670937,1098.0
164,590,provide information,5.231896551724156,289.0
165,30,complications occurred,5.229807692307689,294.0
166,2012,patients undergone,5.219047619047611,548.0
167,1711,largely unknown,5.2155339805825385,316.0
168,2997,patients malignant,5.1955307262569805,150.0
169,2937,normal control,5.175892857142848,187.0
170,270,training set,5.163888888888884,169.0
171,45,fusiform gyrus,5.148387096774196,171.0
172,2872,comprised patients,5.125114155251158,244.0
173,2829,detection limit,5.087463556851285,349.0
174,1364,trend toward,5.0820846905537485,269.0
175,1408,females mean,5.069387755102048,207.0
176,911,septal defect,5.034026927784566,388.0
177,1385,exact test,5.028721541155875,293.0
178,3073,patients reported,4.97851239669419,251.0
179,1615,class ii,4.930805687203765,289.0
180,1909,blood cell,4.902325581395355,272.0
181,1640,years men,4.841463414634131,397.0
182,2075,spectrum disorders,4.79277108433735,117.0
183,1632,nerve head,4.772727272727293,150.0
184,2816,play role,4.705555555555521,484.0
185,103,endothelial cell,4.658227848101288,230.0
186,3237,mechanisms underlying,4.65320485965648,624.0
187,155,tumor cells,4.6082543978349,695.0
188,3597,energy transfer,4.5585365853658635,267.0
189,1040,revealed differences,4.5360824742268,200.0
190,1328,collected patients,4.530751708428252,195.0
191,667,aim develop,4.487804878048785,184.0
192,1788,echocardiography tte,4.473170731707309,131.0
193,2793,plays role,4.464197530864194,226.0
194,2673,retrospective review,4.426952526799371,1022.0
195,254,regression models,4.404023470243095,710.0
196,586,complications including,4.367647058823535,135.0
197,3502,inferior frontal,4.325806451612894,745.0
198,1256,balloon angioplasty,4.316666666666648,196.0
199,324,cardiovascular factors,4.311953352769674,435.0
200,111,determine incidence,4.301369863013695,157.0
201,526,brain development,4.267140825035548,283.0
202,2589,patients found,4.246153846153844,324.0
203,2312,cerebral amyloid,4.24615384615384,138.0
204,1647,predictive value,4.235767105368521,2906.0
205,2656,breast cancers,4.227533460803059,201.0
206,2837,cardiac arrest,4.201091901728842,285.0
207,2551,newly formed,4.1806451612903235,144.0
208,2466,high resolution,4.167533818938598,801.0
209,2156,findings suggest,4.166832804712258,1703.0
210,1151,characteristic curves,4.1641025641025635,464.0
211,774,prospective studies,4.153339980059805,393.0
212,1032,factors associated,4.100662092211393,941.0
213,3336,associated presence,4.056030631780459,321.0
214,1153,fraction lvef,4.00928961748633,319.0
215,3267,female patients,3.998488120950316,561.0
216,1335,american college,3.9929328621907874,226.0
217,3594,initial treatment,3.981481481481472,215.0
218,2097,particularly important,3.9348837209302268,141.0
219,1656,success achieved,3.9310344827586223,171.0
220,222,ad patients,3.9007092198581526,250.0
221,1450,ventricular septal,3.881993204983005,197.0
222,147,cells vitro,3.8659090909090814,189.0
223,839,previous studies,3.8649068322981543,1310.0
224,757,therapeutic efficacy,3.860784313725491,179.0
225,834,diastolic dysfunction,3.8487667371388277,581.0
226,2427,conventional imaging,3.8423076923076938,333.0
227,138,ms ms,3.8238683127571984,202.0
228,1869,among women,3.8215909090909186,399.0
229,2849,quantitative computed,3.8199395770392686,218.0
230,1824,left frontal,3.8197802197802044,158.0
231,3493,lv systolic,3.8090520922288578,378.0
232,3110,blood vessel,3.807829181494662,214.0
233,939,area curve,3.7867924528301957,1338.0
234,1907,weeks months,3.7827715355805274,202.0
235,3710,predictive values,3.7644464049404505,502.0
236,3447,different patterns,3.7402597402597433,160.0
237,2149,level dependent,3.740080971659923,149.0
238,433,quantified using,3.7376146788990887,291.0
239,2661,images reviewed,3.7303964757709265,146.0
240,1930,calculated using,3.7141993957703168,683.0
241,3615,using dynamic,3.707142857142862,173.0
242,2274,odds ratios,3.6430555555555477,244.0
243,3398,treatment options,3.632608695652173,557.0
244,3722,small vessel,3.6292134831460623,323.0
245,578,hip joint,3.6242085661080012,263.0
246,2076,data collected,3.62255639097744,759.0
247,241,reviewed medical,3.6065217391304296,158.0
248,2206,first reported,3.598019801980176,237.0
249,3453,months later,3.567755991285408,356.0
250,2745,remains controversial,3.5651785714285746,242.0
251,3486,descending artery,3.544715447154481,218.0
252,3724,disease control,3.5411764705882454,172.0
253,2026,diagnostic imaging,3.5381679389313017,515.0
254,370,blood flow,3.529380376783197,3029.0
255,1783,muscle cells,3.5241935483871103,230.0
256,2136,test used,3.520871398453982,533.0
257,1557,analysis patients,3.518037518037528,530.0
258,2114,central peripheral,3.511111111111105,158.0
259,1838,whole body,3.473684210526327,429.0
260,3139,reconstruction using,3.4477611940298556,154.0
261,3092,present investigated,3.4354430379746903,236.0
262,1411,performed compare,3.4186046511627852,147.0
263,2432,patients chronic,3.412345679012346,691.0
264,1025,tricuspid annular,3.398373983739834,220.0
265,2647,pulmonary fibrosis,3.3730158730158886,250.0
266,2267,characteristic analysis,3.372580007902009,440.0
267,1866,much less,3.3717277486910997,140.0
268,2653,annular plane,3.3474120082815744,188.0
269,2644,electroencephalography eeg,3.3154819863680545,227.0
270,1493,lower limbs,3.3113207547169776,234.0
271,1284,coherence tomography,3.2942845561410583,2709.0
272,2079,provide evidence,3.2874952776728263,458.0
273,2884,john sons,3.273399371828942,579.0
274,255,ultrasound imaging,3.256538384041901,657.0
275,1277,focused ultrasound,3.254082998661312,206.0
276,1120,depressive symptoms,3.2526731252242467,346.0
277,198,factors affecting,3.2507374631268533,190.0
278,2133,photon emission,3.2352941176470664,275.0
279,829,studies used,3.2268656716417867,207.0
280,990,breast lesions,3.2267002518891728,366.0
281,3554,health organization,3.2148648648648654,183.0
282,1214,range patients,3.212565445026177,236.0
283,2307,depth imaging,3.208510638297879,174.0
284,2674,early stages,3.2027842227378227,476.0
285,2491,histopathological examination,3.194285714285725,215.0
286,1701,patients results,3.1911764705882346,217.0
287,2728,institutes health,3.1803183791606338,268.0
288,1623,data provide,3.170040485829951,261.0
289,2040,findings associated,3.162790697674433,136.0
290,2048,medline embase,3.1581395348837233,194.0
291,3667,time required,3.1565118912797203,208.0
292,989,compare performance,3.1555555555555355,142.0
293,3285,doppler ultrasound,3.14326923076923,467.0
294,2651,wild type,3.1350427350427386,262.0
295,210,retinal vein,3.127845884413303,190.0
296,1399,domain optical,3.1191860465116203,370.0
297,2223,breast tissue,3.1179968701095437,293.0
298,1606,reactive oxygen,3.1169117647058844,471.0
299,509,plane systolic,3.1121951219512223,174.0
300,2894,events mace,3.0899182561307867,162.0
301,3497,areas involved,3.081871345029227,155.0
302,352,ventricular diastolic,3.0742268041237097,142.0
303,2711,conventional methods,3.0552763819095463,160.0
304,3332,coronary angiography,3.0339351520453866,1585.0
305,3366,lesions using,3.0300791556728255,174.0
306,2036,patients referred,3.0250543714658447,519.0
307,3535,target vessel,3.0165577342047842,161.0
308,1953,arterial phase,3.015463917525762,225.0
309,664,anterior descending,3.001709401709402,439.0
310,2217,superior inferior,2.9899497487437166,175.0
311,217,key role,2.978231292516994,398.0
312,440,fisher exact,2.972341733251389,372.0
313,603,review discuss,2.96319018404909,161.0
314,656,scoring system,2.962732919254647,477.0
315,3289,consistent previous,2.9512195121951286,121.0
316,1539,spinal cord,2.939923885465748,2163.0
317,448,mode network,2.939092872570197,504.0
318,900,vascular disease,2.9370370370370336,244.0
319,52,cardiac computed,2.926283987915403,167.0
320,1106,differences found,2.9256138223704404,766.0
321,862,histopathological findings,2.9225806451612897,151.0
322,2311,present patients,2.9200362647325475,488.0
323,209,aim compare,2.9169557338855756,547.0
324,78,rate patients,2.901724137931032,306.0
325,126,values obtained,2.885714285714284,303.0
326,1527,different conditions,2.882878411910672,157.0
327,3305,doppler echocardiography,2.875000000000006,230.0
328,144,side effects,2.8639927073837628,683.0
329,2667,temporal lobe,2.8576734762789124,806.0
330,2976,amino acids,2.822060513213328,338.0
331,1329,syndrome acs,2.8100313479623953,166.0
332,1857,response evaluation,2.8059071729957803,175.0
333,468,valve implantation,2.7861975642760646,355.0
334,1999,treated using,2.7818181818181817,153.0
335,1301,median period,2.7575581395348796,153.0
336,1447,patients requiring,2.7499999999999964,187.0
337,3355,common type,2.749999999999984,110.0
338,2843,cognitive control,2.7352071005917176,430.0
339,2431,aim describe,2.72786885245901,192.0
340,2418,human brain,2.726757369614525,925.0
341,385,using various,2.7142857142857255,152.0
342,2162,showed complete,2.6934984520123746,174.0
343,1584,proposed algorithm,2.6886524822695055,223.0
344,485,atrial septal,2.6838966202783316,270.0
345,914,patients likely,2.673076923076918,139.0
346,3668,reference values,2.6707423580785985,278.0
347,1926,immune cells,2.6689655172413778,129.0
348,2774,scale score,2.6590233545647504,404.0
349,1036,times higher,2.6550143266475668,339.0
350,451,surface area,2.653387302939927,1175.0
351,2440,designed synthesized,2.6526315789473656,156.0
352,1045,classified groups,2.63260869565218,173.0
353,467,review performed,2.6309523809523796,221.0
354,723,performed assess,2.6246679316888146,364.0
355,2576,pain score,2.623719676549866,157.0
356,2612,patients previously,2.619047619047607,165.0
357,3490,participants performed,2.6140845070422563,232.0
358,2289,well understood,2.6123629112661932,397.0
359,2525,objective compare,2.6075892857142864,177.0
360,3196,higher levels,2.6043956043956094,395.0
361,312,lv volume,2.6025641025641018,203.0
362,3163,using new,2.600000000000008,208.0
363,60,treatment modality,2.6000000000000028,169.0
364,2531,future research,2.595593461265105,332.0
365,3441,treatment response,2.5726964239101906,640.0
366,1550,showed normal,2.5641076769690936,167.0
367,1226,treatment choice,2.5632911392405218,225.0
368,2604,cases controls,2.5548387096774174,180.0
369,2831,connectivity fc,2.5473684210526195,242.0
370,1966,patients findings,2.5470869149952224,226.0
371,2877,control subjects,2.544837476099422,1401.0
372,2495,physical activity,2.5339769542198614,573.0
373,1680,achilles tendon,2.5325802615933424,361.0
374,3143,therapy pdt,2.5302325581395473,136.0
375,1215,carcinoma hcc,2.5270358306188614,431.0
376,2851,neurological deficits,2.526785714285715,283.0
377,3538,patients classified,2.520184544405991,437.0
378,775,patients range,2.519786096256681,152.0
379,1823,associated lower,2.5112476951444496,659.0
380,2188,different regions,2.509090909090902,184.0
381,2802,cerebral blood,2.5051229508196617,978.0
382,905,system used,2.499928520371685,261.0
383,2655,stay days,2.4684210526315793,134.0
384,2596,oxygen species,2.4648408586232406,450.0
385,2975,tested hypothesis,2.4545454545454444,205.0
386,3358,using optical,2.44764397905759,374.0
387,1216,gestational weeks,2.442238648363254,196.0
388,1005,novel therapeutic,2.438383838383839,142.0
389,2684,prospective multicenter,2.4375000000000098,195.0
390,1532,high specificity,2.4235807860262017,259.0
391,3242,data show,2.4173267326732764,257.0
392,3350,human subjects,2.4149377593360986,194.0
393,3122,without known,2.414814814814812,163.0
394,2893,major challenge,2.400000000000002,156.0
395,3082,atrial appendage,2.369458128078819,185.0
396,149,optical coherence,2.3686351338744247,2701.0
397,985,interquartile range,2.3678571428571438,816.0
398,3716,species ros,2.3676975945017187,265.0
399,232,overall patients,2.364273204903678,250.0
400,2477,chest pain,2.3450690335305664,553.0
401,1266,radiological findings,2.3446366782006915,308.0
402,2833,present review,2.343434343434349,145.0
403,1828,routine practice,2.3402985074626903,196.0
404,3432,american society,2.3397417503586793,302.0
405,2248,bone resorption,2.3354735152487938,291.0
406,50,major depressive,2.3291814946619205,374.0
407,1775,lv ejection,2.328953131844064,409.0
408,3639,coil embolization,2.3267556587347626,211.0
409,2811,article review,2.3222222222222277,171.0
410,3301,occurred cases,2.317557251908397,138.0
411,816,aortic valve,2.3166666666665585,1668.0
412,1294,patients admitted,2.314720812182747,380.0
413,495,without use,2.310192444761218,222.0
414,3725,mitral annulus,2.3101391650099363,166.0
415,2536,knowledge first,2.3066584841976105,561.0
416,1948,bone formation,2.304192546583852,781.0
417,1708,tomography performed,2.3031963470319727,194.0
418,2750,subgroup patients,2.3001897533206903,209.0
419,2251,showed differences,2.293345008756574,485.0
420,3460,pulmonary venous,2.2888888888888856,206.0
421,2889,high sensitivity,2.2811881188118828,768.0
422,2669,frontal gyrus,2.2760070052539443,1083.0
423,1676,test test,2.2701298701298747,138.0
424,589,stent placement,2.2700564971751587,287.0
425,2535,venous thrombosis,2.2499999999999987,190.0
426,3329,control groups,2.2481359649122896,707.0
427,933,technique allows,2.2431095406360475,138.0
428,1016,iliac artery,2.240179910044979,241.0
429,1121,lumbar spine,2.2391221616136088,929.0
430,3544,healthy volunteers,2.2387674090022207,1422.0
431,3293,men mean,2.238392857142855,436.0
432,549,used assess,2.2361366473726023,1247.0
433,2646,years old,2.2096493221237594,1006.0
434,3729,per day,2.2061797752809063,231.0
435,2794,differ groups,2.1981109799291567,321.0
436,3608,ultrasound findings,2.19545454545454,276.0
437,2615,electrical stimulation,2.1928934010152332,240.0
438,786,initial presentation,2.185714285714284,153.0
439,3113,hounsfield units,2.177533577533575,241.0
440,1512,twenty patients,2.1772556390977393,297.0
441,3423,mean total,2.1770270270270236,179.0
442,507,resting state,2.1599005799502873,790.0
443,2186,bold signal,2.148254975483129,392.0
444,472,patients bone,2.1290322580645378,110.0
445,722,analyses conducted,2.127272727272726,156.0
446,1839,groups patients,2.1251672671126975,558.0
447,2005,studies suggest,2.1209302325581345,399.0
448,3402,normal range,2.1176470588235268,236.0
449,3596,mechanism underlying,2.1108433734939744,219.0
450,2517,confocal microscopy,2.109217737917299,1114.0
451,1332,feasibility safety,2.1066176470588185,191.0
452,2123,cbct scans,2.1041666666666625,202.0
453,3648,patients clinically,2.093305144467934,316.0
454,1159,well tolerated,2.0885093167701827,269.0
455,2489,different groups,2.087418936446183,619.0
456,1019,difference found,2.080818414322275,452.0
457,1258,peripheral quantitative,2.0707818930041126,148.0
458,1292,surgical interventions,2.06428571428571,153.0
459,1992,animal studies,2.0639175257731956,143.0
460,562,pain scores,2.05924276169265,201.0
461,2143,recently developed,2.0529019980970524,372.0
462,3556,computational fluid,2.0447368421052587,222.0
463,3226,layer thickness,2.041864890580398,290.0
464,2722,provides useful,2.0363636363635975,112.0
465,3749,years mean,2.0234221760701594,923.0
466,2183,literature search,2.017177914110434,274.0
467,204,volume index,2.008163265306127,246.0
468,3718,spect imaging,1.9983402489626516,168.0
469,75,regression analysis,1.9977563383441814,2520.0
470,1622,structural changes,1.9925782759953625,526.0
471,2954,similar results,1.989076196898181,343.0
472,727,previously reported,1.9853921238639913,1017.0
473,1149,therapeutic interventions,1.9789473684210592,188.0
474,162,surgery years,1.978512396694212,133.0
475,1424,preserved ejection,1.9770491803278778,134.0
476,2841,femoral head,1.9721362229102137,455.0
477,1254,descriptive statistics,1.9640287769784102,195.0
478,3346,remained unchanged,1.963494539781588,217.0
479,592,recent advances,1.960050568900127,456.0
480,1177,reconstructed using,1.9518341307814944,211.0
481,968,arterial spin,1.9432692307692248,301.0
482,2007,article describes,1.9378068739770862,160.0
483,3208,ex vivo,1.936138079827391,1282.0
484,690,mr angiography,1.930362116991644,165.0
485,97,transcatheter aortic,1.929147982062777,478.0
486,857,lobe epilepsy,1.9268576979116034,239.0
487,814,patients average,1.925925925925937,260.0
488,3162,independent factors,1.9243951612903232,415.0
489,319,surgical resection,1.9217252904663422,827.0
490,51,adolescent idiopathic,1.9166023166023156,146.0
491,3588,preterm birth,1.91395793499044,616.0
492,3433,acute chronic,1.9123674911660753,246.0
493,1081,single photon,1.9116994022203322,287.0
494,3637,good agreement,1.907269862705375,446.0
495,1352,total patients,1.8961997487437159,2875.0
496,612,national institutes,1.8960526315789443,262.0
497,3585,cell count,1.8959932517924898,247.0
498,3730,values calculated,1.895535714285711,193.0
499,2052,patients lesions,1.8955070603337578,321.0
500,3455,patients symptoms,1.8949494949494818,134.0
501,729,coefficient icc,1.891228070175441,253.0
502,1763,developed method,1.8883435582822103,171.0
503,3252,body temperature,1.88780487804878,129.0
504,519,patients prospectively,1.8749999999999958,150.0
505,53,spinal canal,1.864236902050114,396.0
506,1359,events patients,1.8589437819420782,176.0
507,478,literature review,1.8585669781931486,471.0
508,2120,used treat,1.8580777096114502,231.0
509,2355,directly related,1.8557823129251747,124.0
510,2908,provide novel,1.8500000000000103,222.0
511,2984,rat brain,1.844444444444443,166.0
512,1041,prior surgery,1.8390243902439005,174.0
513,157,lipoprotein cholesterol,1.83076923076923,182.0
514,802,cerebral small,1.8252747252747246,151.0
515,1724,acute aortic,1.8121212121212085,138.0
516,331,patients control,1.8105263157894829,344.0
517,1077,ionizing radiation,1.7930200936697345,460.0
518,1691,immune response,1.7903925014645556,259.0
519,2741,respectively median,1.7903225806451613,185.0
520,1271,arterial blood,1.7877504293073851,256.0
521,3308,estimated using,1.7830151415404838,366.0
522,3642,surface roughness,1.782334384858041,226.0
523,1809,disc degeneration,1.7739751786385827,265.0
524,1168,diagnostic yield,1.7735537190082662,464.0
525,3128,combination therapy,1.771122994652406,184.0
526,82,months patients,1.7711119230300876,817.0
527,265,obtained results,1.7670043415340073,185.0
528,3383,lesion volume,1.7649909145972136,310.0
529,3470,performed single,1.756495468277953,153.0
530,1598,together results,1.7502679528403011,355.0
531,1531,vascular factors,1.7458193979933092,180.0
532,1144,cells using,1.7409326424870464,168.0
533,427,bone health,1.7379310344827557,224.0
534,696,changes patients,1.737494134209291,187.0
535,3444,quantitative image,1.7333333333333327,117.0
536,2574,months following,1.7296060991105435,166.0
537,3586,image acquisition,1.7291666666666714,415.0
538,1754,review focuses,1.7276785714285687,129.0
539,3660,anal sphincter,1.7206703910614538,140.0
540,1123,outer retinal,1.7165048543689319,221.0
541,2247,neck cancer,1.7125374925015027,234.0
542,3255,safety profile,1.7101449275362328,118.0
543,653,left inferior,1.7021144920061855,446.0
544,3687,total cases,1.695652173913042,195.0
545,1938,electron microscopic,1.6916578669482523,178.0
546,2691,visual analogue,1.6854838709677487,209.0
547,2229,patients based,1.6842105263157876,160.0
548,136,fluorescent protein,1.6788553259141406,352.0
549,3574,cm range,1.678014184397164,169.0
550,2865,median months,1.6760869565217362,771.0
551,57,wt mice,1.6703502713369516,209.0
552,2260,thyroid carcinoma,1.6676056338028156,208.0
553,274,cancer treatment,1.6655844155844108,285.0
554,951,conducted prospective,1.6635071090047404,135.0
555,2094,recorded patients,1.658730158730154,165.0
556,3360,cord compression,1.6563380281690125,196.0
557,3058,imaging showed,1.655845942228337,463.0
558,500,data demonstrate,1.6512295081967288,237.0
559,3541,important role,1.6413465534643488,1342.0
560,2119,patients often,1.625806451612901,126.0
561,2526,analogue scale,1.6250000000000078,195.0
562,1723,male presented,1.6249999999999967,169.0
563,2140,particularly patients,1.6204724409448816,147.0
564,2917,neural basis,1.619834710743804,196.0
565,602,using system,1.6107728337236553,181.0
566,3552,among subjects,1.6073059360730613,160.0
567,2458,referred hospital,1.6039603960396007,135.0
568,3640,analysis conducted,1.6009280742459386,300.0
569,3511,analysis results,1.59297423887588,179.0
570,2447,value patients,1.586842105263159,134.0
571,1766,surgical technique,1.5844155844155903,305.0
572,3680,myocardial ischemia,1.5835164835164823,262.0
573,3087,randomized controlled,1.5774987928536963,605.0
574,680,depressive disorder,1.565413533834586,347.0
575,2231,well described,1.5630550621669563,176.0
576,3051,posterior wall,1.561996779388083,194.0
577,1474,differences among,1.5518308406395045,255.0
578,1400,long axis,1.5484777517564425,174.0
579,1148,posterior fossa,1.546082949308755,305.0
580,1383,ascending aorta,1.545945945945947,533.0
581,3701,oxidative stress,1.54341090296234,799.0
582,1986,cognitive functions,1.5383033419023144,272.0
583,2781,value predictive,1.5373790677220747,570.0
584,3591,tibial plateau,1.5328947368421055,233.0
585,2470,brain regions,1.5315221893702418,1993.0
586,2055,systematic literature,1.5301204819277112,127.0
587,2940,invasive coronary,1.5299638989169686,163.0
588,2509,malignant benign,1.5281690140845094,434.0
589,1150,image processing,1.5228136882129295,445.0
590,648,autosomal recessive,1.5186440677966082,224.0
591,3565,cell types,1.5123244929797213,393.0
592,2173,anterior chamber,1.5122137404580152,283.0
593,1993,successfully performed,1.5060402684563707,187.0
594,3088,femoral component,1.5057034220532337,220.0
595,3377,characteristic curve,1.5049812841923436,1074.0
596,365,low dose,1.5041227229146679,212.0
597,3338,endovascular aneurysm,1.4963369963369941,215.0
598,482,infarction stemi,1.4950980392156845,305.0
599,3052,respectively difference,1.4950524737631172,277.0
600,164,patients left,1.492339544513456,212.0
601,1513,criteria patients,1.4894495412844055,191.0
602,947,patients showed,1.4881319469343757,1297.0
603,2992,surgical treatment,1.4860103626942947,956.0
604,1874,present investigate,1.485889570552152,173.0
605,1927,abdominal aortic,1.4819434372733862,524.0
606,3246,controlled trial,1.481768813033358,382.0
607,2269,regions involved,1.478787878787879,244.0
608,3048,using image,1.4777202072538884,186.0
609,447,every months,1.4730173627404979,215.0
610,1370,functional magnetic,1.4698887866878745,2044.0
