,index,key,score,total_mentions
337,502,univariate multivariate,2.110113704368638,410.0
338,1405,using magnetic,2.108229988726039,550.0
339,1764,patients coronary,2.1065637065637097,341.0
340,3357,scale vas,2.106382978723405,261.0
341,692,sonographic findings,2.1038626609442015,171.0
342,3233,arterial hypertension,2.100000000000007,324.0
343,652,vivo imaging,2.0875000000000545,501.0
344,2085,ventricular mass,2.079885057471265,329.0
345,2982,cox proportional,2.0763513513513354,439.0
346,354,matched gender,2.0756756756756727,128.0
347,3182,knockout mice,2.0659722222222188,238.0
348,2642,months months,2.0595202398800545,723.0
349,3385,mycobacterium tuberculosis,2.0540540540540553,140.0
350,2973,respectively difference,2.0457364341085285,364.0
351,265,levels serum,2.0428571428571325,143.0
352,1230,type collagen,2.032653061224488,166.0
353,1517,using linear,2.0313099041533533,289.0
354,1732,scores patients,2.0298044504382986,173.0
355,3388,medical center,2.0279237135660297,386.0
356,1135,patients newly,2.027184466019424,174.0
357,2325,electron microscope,2.0259927797833837,488.0
358,0,cerebrospinal fluid,2.0234974029186175,909.0
359,662,inferior parietal,2.021965317919072,477.0
360,352,blood flow,2.015737650200269,3097.0
361,3057,determine optimal,2.0144578313253008,209.0
362,1210,system based,2.0140845070422486,165.0
363,400,including patients,1.9979381443298994,323.0
364,191,volume index,1.9976958525345692,289.0
365,288,studies shown,1.992857142857126,558.0
366,3267,ultrasound guidance,1.9924736117485116,324.0
367,1899,studies performed,1.972925199396414,526.0
368,3410,coronary artery,1.9669668069689308,4102.0
369,116,major adverse,1.965272296764013,498.0
370,1022,confounding factors,1.9619565217391295,190.0
371,989,iliac artery,1.958728557013113,329.0
372,2994,changes observed,1.9570234113712366,249.0
373,2612,natural history,1.953316326530609,403.0
374,368,data exist,1.9529411764705893,166.0
375,543,hyaluronic acid,1.9529411764705873,166.0
376,465,used determine,1.9505108840515382,757.0
377,3629,using echocardiography,1.9435582822085864,176.0
378,857,thoracic endovascular,1.9384615384615391,168.0
379,1929,systematic review,1.9377031987415025,596.0
380,2283,suspected coronary,1.9333333333333305,145.0
381,2590,bladder cancer,1.9265306122448995,236.0
382,3536,thirty patients,1.9241224794622838,226.0
383,1540,model using,1.9181494661921679,231.0
384,2615,visual analogue,1.9140271493212682,235.0
385,3449,health organization,1.9013774104683139,203.0
386,3229,management patients,1.875232662864006,512.0
387,1945,article describes,1.873239436619724,190.0
388,528,smooth muscle,1.8683544303797412,369.0
389,532,achieved patients,1.868320610687024,445.0
390,1720,salivary glands,1.8637106184364067,198.0
391,1523,findings provide,1.8626865671641757,416.0
392,1760,oct images,1.850816056462285,259.0
393,1104,single surgeon,1.8499999999999819,111.0
394,3558,respiratory distress,1.8456928838951325,224.0
395,1351,minimally invasive,1.8364888123924215,1067.0
396,1527,compare diagnostic,1.830592105263151,265.0
397,2849,inflammatory markers,1.829906542056074,178.0
398,422,feasibility using,1.828571428571425,256.0
399,3526,postoperative day,1.8214876033057816,232.0
400,2623,higher patients,1.8208463088477709,700.0
401,3511,retrospective observational,1.817670682730926,219.0
402,1843,blood cell,1.8168865435356214,313.0
403,781,observed patients,1.816423804984334,1026.0
404,1957,filtered back,1.8074074074074005,122.0
405,3185,effective treatment,1.7998250218722636,556.0
406,2023,stroke scale,1.7948546927108162,299.0
407,858,patients without,1.7865412445731284,2469.0
408,713,model model,1.7858267716535452,126.0
409,3601,ischemic heart,1.7856468366383356,155.0
410,2093,pain patients,1.783783783783784,165.0
411,2789,higher mortality,1.7818791946308705,177.0
412,1224,associated reduced,1.7646090534979413,416.0
413,2065,analysis software,1.7523178807947144,147.0
414,533,fluorescence intensity,1.751351351351352,216.0
415,3519,using modified,1.7493001555209975,304.0
416,2516,cell carcinomas,1.7481481481481498,118.0
417,3589,provides first,1.7450381679389286,127.0
418,2101,treatment treatment,1.7359223300970894,149.0
419,2248,spectroscopy nirs,1.724999999999992,161.0
420,2193,microscopy used,1.7245235069885634,174.0
421,2608,prospective multicenter,1.7116071428571462,213.0
422,1092,health care,1.7106267029972722,511.0
423,2736,play role,1.70741301059002,513.0
424,1254,lv function,1.7070657507360156,355.0
425,2450,median time,1.7055063199186429,559.0
426,822,cardiac output,1.7027027027027002,315.0
427,3531,coil embolization,1.7015437392795885,320.0
428,983,early onset,1.7007874015748001,144.0
429,836,right side,1.700149925037477,324.0
430,1398,high prevalence,1.698683613254652,297.0
431,1441,multivariate regression,1.698643649815042,336.0
432,1438,grading system,1.6959208899876395,245.0
433,793,series patients,1.691832669322709,447.0
434,2955,tomography showed,1.6912912912912936,256.0
435,396,enrolled patients,1.6910819840657894,700.0
436,2345,logistic regression,1.6862813716016956,2713.0
437,2246,cerebral amyloid,1.6798353909465011,157.0
438,1758,hemorrhage ich,1.6784140969162933,127.0
439,1024,level trauma,1.6781609195402258,146.0
440,3335,obstructive pulmonary,1.6689930209371922,186.0
441,2194,controls hc,1.6632530120481903,251.0
442,2989,network dmn,1.6608996539792407,288.0
443,42,coronary syndromes,1.660209424083767,151.0
444,2208,odds ratios,1.6590841949778448,312.0
445,1411,many patients,1.6524338172502147,225.0
446,1833,temporal cortex,1.652421367948076,247.0
447,2925,obtained different,1.6502283105022817,139.0
448,128,provide overview,1.650000000000002,176.0
449,550,treatment outcomes,1.649999999999998,276.0
450,1005,sciatic nerve,1.6428571428571448,184.0
451,619,studies suggested,1.639700374531835,199.0
452,1616,efficacy safety,1.6375448028673847,425.0
453,2341,within months,1.6374954495813632,459.0
454,120,best knowledge,1.633527696793003,431.0
455,101,transcranial doppler,1.6304064536146452,302.0
456,1449,evaluated patients,1.630073487846236,486.0
457,1643,arterial stiffness,1.626671551566225,400.0
458,636,scoring system,1.6101946246524497,511.0
459,407,recruited patients,1.6083333333333347,193.0
460,1992,mammography screening,1.6040914560770174,155.0
461,3525,different patients,1.5950495049504996,179.0
462,3007,days respectively,1.5854922279792725,153.0
463,1032,patients recurrent,1.5778175313058975,210.0
464,2134,current imaging,1.5753694581280753,123.0
465,3191,cell viability,1.5739478957915556,561.0
466,1323,disability index,1.5721153846153852,218.0
467,2944,flow reserve,1.5708647290993867,398.0
468,1871,autosomal dominant,1.5658362989323842,264.0
469,66,groups differences,1.5629629629629602,211.0
470,2667,respectively median,1.5616438356164484,190.0
471,3463,low back,1.561394302848576,393.0
472,1325,radiofrequency ablation,1.5595484477892811,307.0
473,1381,preserved ejection,1.5587828492392795,161.0
474,1036,procedural success,1.5579678679982647,276.0
475,968,traumatic brain,1.5490254872563662,492.0
476,1011,systolic excursion,1.5481481481481465,209.0
477,954,males females,1.5474500879280035,1084.0
478,3572,outpatient clinic,1.5473684210526393,147.0
479,2086,fundus autofluorescence,1.5419642857142861,157.0
480,1736,invasive breast,1.533083912346336,202.0
481,1026,operating characteristics,1.5218658892128265,174.0
482,2537,reported literature,1.518461198319699,404.0
483,1705,scans patients,1.516666666666667,364.0
484,2003,software used,1.516022099447514,196.0
485,2205,early stage,1.5156487389851105,580.0
486,896,used describe,1.513043478260867,116.0
487,2150,alcohol consumption,1.5067340067340054,179.0
488,2851,healthy adult,1.5000000000000029,158.0
489,3503,findings including,1.4755813953488315,141.0
490,1344,ascending aorta,1.4748164049260006,588.0
491,2996,data showed,1.470967741935486,228.0
492,347,low dose,1.469831053901851,261.0
493,1309,identify predictors,1.4669291338582655,162.0
494,1326,total women,1.465255731922394,134.0
495,1613,u test,1.4639705882352925,181.0
496,3041,molecular mechanisms,1.4636363636363652,322.0
497,1656,useful information,1.4462693571093415,230.0
498,2469,years included,1.4462515883100302,271.0
499,699,surgery performed,1.444444444444442,290.0
500,1749,observed using,1.4357142857142842,134.0
501,3178,using computed,1.4321802091713614,387.0
502,121,different types,1.4294852060885939,529.0
503,445,tomography mdct,1.4241758241758298,216.0
504,1284,associated higher,1.4198446937014575,968.0
505,962,fa values,1.417308766052481,334.0
506,2331,nerve fiber,1.41293103448276,596.0
507,2401,systolic velocity,1.4121132323897303,275.0
508,1981,tumor growth,1.4102920723226682,507.0
509,1975,tomographic angiography,1.4092250922509195,201.0
510,3562,pd patients,1.4069478908188668,567.0
511,3576,findings indicate,1.4010649627263003,506.0
512,924,patients showed,1.392650834403078,1315.0
513,3228,present results,1.390384615384614,241.0
514,860,progressive disease,1.380525502318394,154.0
515,2078,level evidence,1.3804878048780524,283.0
516,2029,type type,1.3767857142857145,257.0
517,2640,ankle society,1.3743589743589746,134.0
518,3609,time surgery,1.372188139059305,183.0
519,2573,congestive heart,1.3698630136986323,200.0
520,2766,health insurance,1.3670886075949369,120.0
521,1046,longitudinal studies,1.363350785340313,217.0
522,2081,patients included,1.3588845014807514,1449.0
523,923,thoracic aortic,1.3582017010935563,207.0
524,287,control participants,1.3573131094257855,232.0
525,591,range median,1.3518518518518512,219.0
526,2260,included studies,1.3493794659646479,260.0
527,2911,patients evaluated,1.3402261712439374,612.0
528,2412,carcinoma situ,1.3345679012345675,188.0
529,3199,internal external,1.3305785123966927,161.0
530,1140,reconstructed using,1.3259786476868334,243.0
531,1363,findings included,1.318918918918925,122.0
532,2888,median iqr,1.3168141592920357,186.0
533,802,value ppv,1.3165760869565213,255.0
534,1217,cell surface,1.3150816522574453,370.0
535,376,liver function,1.315045817321904,268.0
536,1668,analysis based,1.3140495867768633,159.0
537,1962,currently available,1.3080200501253116,307.0
538,1508,median range,1.3059097978227068,311.0
539,483,nasal cavity,1.2988082340195017,162.0
540,1731,necrosis factor,1.2966824644549764,171.0
541,801,used fmri,1.29642857142857,121.0
542,1452,inferior temporal,1.294117647058824,165.0
543,629,aim identify,1.2919463087248322,175.0
544,2676,subgroup patients,1.2852040816326489,229.0
545,3264,using optical,1.2700507614213228,417.0
546,1739,performed retrospective,1.2667404537908145,327.0
547,2981,matched control,1.2660550458715576,138.0
548,3292,treatment efficacy,1.2565130260520998,165.0
549,3473,patients suspected,1.248528150900268,809.0
550,2493,technical success,1.24629861982434,946.0
551,1946,patients type,1.24117321527393,534.0
552,2976,period patients,1.2380090497737557,342.0
553,81,patients cancer,1.2380090497737555,152.0
554,1076,neural activity,1.2370178041542985,667.0
555,1091,motor area,1.2369575361642535,282.0
556,1672,functional recovery,1.2275449101796376,205.0
557,1783,well suited,1.2266187050359725,155.0
558,3514,decision making,1.218326297491931,481.0
559,1307,data suggest,1.2082484000948153,944.0
560,3266,cardiac disease,1.2039072039072063,170.0
561,3433,difference groups,1.2016464131713074,393.0
562,1640,bone volume,1.1995298266235694,314.0
563,3447,functional changes,1.1977084659452546,192.0
564,451,showed mean,1.1969762419006493,163.0
565,1979,using scanner,1.1957547169811267,169.0
566,2428,surgical correction,1.1929824561403481,136.0
567,2211,results support,1.1902901785714277,395.0
568,1077,abdomen pelvis,1.1819620253164558,166.0
569,1587,prognostic significance,1.1806543385490749,166.0
570,761,chinese patients,1.1796610169491548,116.0
571,1233,flow cytometry,1.1784810126582255,627.0
572,519,performed months,1.1742006615214962,213.0
573,2009,data collected,1.1690340350186856,803.0
574,970,fourteen patients,1.1679389312977069,204.0
575,1688,month months,1.1640138408304535,174.0
576,3474,trial patients,1.159414990859233,151.0
577,3487,vertebral artery,1.1567229873633387,438.0
578,114,nervous system,1.1531406817788505,1360.0
579,710,abdominal ultrasound,1.15229357798165,157.0
580,3176,january july,1.1499999999999972,161.0
581,2638,survival months,1.1492589363557106,169.0
582,3123,value sensitivity,1.1483492296404987,182.0
583,1065,health stroke,1.147874306839187,270.0
584,3632,range years,1.1423635107118142,1653.0
585,2747,outcomes included,1.141129032258064,283.0
586,1965,yag laser,1.1397048489107513,153.0
587,1943,young modulus,1.1388888888888886,205.0
588,186,oral cavity,1.137323943661971,170.0
589,2977,imaging showed,1.1351973684210488,493.0
590,587,structural functional,1.1283834586466137,667.0
591,810,patients median,1.127892440146244,621.0
592,3031,status patients,1.123629112662013,161.0
593,1765,chronic pancreatitis,1.1226890756302532,167.0
594,318,wall shear,1.1203608247422685,189.0
595,1592,pearson coefficient,1.1160289555325744,284.0
596,3597,treatment patients,1.110293200249535,809.0
597,1611,respectively conclusion,1.1078804347826077,151.0
598,180,aimed identify,1.1067961165048514,190.0
599,1659,quantitative analysis,1.1062531774275555,640.0
600,232,adverse outcomes,1.1000714796283053,285.0
601,804,artery patients,1.0893617021276558,128.0
602,303,intracerebral hemorrhage,1.0865210169924608,421.0
603,1138,blood glucose,1.0749116607773859,169.0
604,3424,using model,1.0740740740740722,203.0
605,688,patients years,1.0702303555662551,1130.0
