,index,key,score,total_mentions
71,2718,"('within', 'first')",[8.48747153],230.0
72,94,"('endothelial', 'cell')",[8.48631985],286.0
73,2354,"('femoral', 'artery')",[8.41300813],398.0
74,3323,"('brain', 'network')",[8.38993711],290.0
75,1201,"('functional', 'outcomes')",[8.34917905],499.0
76,2015,"('period', 'months')",[8.14487633],461.0
77,2713,"('dilated', 'cardiomyopathy')",[7.98657718],238.0
78,1059,"('secondary', 'outcomes')",[7.75947712],336.0
79,2377,"('volume', 'total')",[7.75],155.0
80,1847,"('frontal', 'parietal')",[7.64467354],227.0
81,3371,"('using', 'mr')",[7.47804878],146.0
82,3515,"('response', 'rate')",[7.47765957],213.0
83,1866,"('calculated', 'using')",[7.36668671],738.0
84,148,"('lipoprotein', 'cholesterol')",[7.31176471],226.0
85,1529,"('aortic', 'arch')",[7.30386266],762.0
86,3109,"('groups', 'based')",[7.27055772],308.0
87,2482,"('endothelial', 'cells')",[7.22894737],603.0
88,2186,"('cardiovascular', 'diseases')",[7.228125],257.0
89,478,"('dorsolateral', 'prefrontal')",[7.12348401],497.0
90,307,"('endovascular', 'repair')",[7.11103896],233.0
91,2292,"('occurred', 'patients')",[7.0404242],773.0
92,2509,"('studies', 'demonstrated')",[7.01101928],509.0
93,2499,"('aim', 'determine')",[6.85193759],674.0
94,1785,"('majority', 'cases')",[6.57222222],169.0
95,3550,"('used', 'quantify')",[6.35114504],260.0
96,2801,"('endovascular', 'treatment')",[6.34770642],629.0
97,3374,"('without', 'history')",[6.34427245],218.0
98,2025,"('january', 'december')",[6.28084944],938.0
99,2991,"('patients', 'reported')",[6.27878788],296.0
100,2654,"('institutes', 'health')",[6.24244742],308.0
101,2730,"('patients', 'postoperative')",[6.2410596],152.0
102,1636,"('studies', 'included')",[6.23876765],300.0
103,2430,"('young', 'patients')",[5.9740498],213.0
104,1684,"('found', 'groups')",[5.92692308],201.0
105,3563,"('myocardial', 'ischemia')",[5.85301205],347.0
106,2762,"('femoral', 'head')",[5.80937324],578.0
107,2574,"('wild', 'type')",[5.77430168],304.0
108,2454,"('analogue', 'scale')",[5.7372549],209.0
109,1738,"('ii', 'iii')",[5.7364486],372.0
110,2913,"('surgical', 'treatment')",[5.69648895],1043.0
111,2486,"('older', 'years')",[5.61200686],287.0
112,2176,"('percutaneous', 'coronary')",[5.60683761],984.0
113,2289,"('optimal', 'treatment')",[5.60422164],180.0
114,1808,"('showed', 'reduced')",[5.53894325],232.0
115,299,"('surgical', 'resection')",[5.49481796],899.0
116,571,"('stent', 'placement')",[5.4841169],332.0
117,1745,"('range', 'range')",[5.48202247],287.0
118,727,"('value', 'npv')",[5.44204753],244.0
119,1882,"('years', 'underwent')",[5.36566757],547.0
120,1788,"('patients', 'stage')",[5.33477673],256.0
121,2631,"('end', 'points')",[5.31850419],365.0
122,2721,"('patients', 'treatment')",[5.26567164],168.0
123,2252,"('pleural', 'effusion')",[5.24497041],277.0
124,926,"('score', 'associated')",[5.23972603],153.0
125,3255,"('patients', 'used')",[5.23333333],157.0
126,402,"('commonly', 'associated')",[5.2036036],152.0
127,812,"('data', 'regarding')",[5.16258993],312.0
128,1670,"('endovascular', 'aortic')",[5.15508021],241.0
129,1904,"('recent', 'studies')",[5.1],639.0
130,2874,"('many', 'studies')",[5.09494949],194.0
131,1556,"('groups', 'vs')",[5.03089431],182.0
132,2235,"('pubmed', 'embase')",[5.01071429],183.0
133,3063,"('independent', 'component')",[4.98214286],186.0
134,1240,"('focused', 'ultrasound')",[4.9493844],270.0
135,1938,"('patients', 'demonstrated')",[4.91351351],303.0
136,2374,"('patients', 'categorized')",[4.9],161.0
137,2591,"('studies', 'examined')",[4.89761905],187.0
138,2290,"('patients', 'completed')",[4.88888889],220.0
139,3174,"('patients', 'identified')",[4.86920052],432.0
140,3431,"('target', 'vessel')",[4.7836858],203.0
141,1802,"('mean', 'time')",[4.76366612],539.0
142,1338,"('acute', 'ischemic')",[4.725],540.0
143,2912,"('prognostic', 'factors')",[4.64860267],407.0
144,2,"('lesions', 'patients')",[4.64794521],468.0
145,2732,"('article', 'review')",[4.61754386],188.0
146,3318,"('photoelectron', 'spectroscopy')",[4.6],207.0
147,326,"('aimed', 'examine')",[4.57894737],145.0
148,507,"('body', 'mass')",[4.5771173],2060.0
149,2604,"('examination', 'showed')",[4.57446809],325.0
150,845,"('articular', 'cartilage')",[4.56018925],404.0
151,240,"('however', 'little')",[4.51111111],406.0
152,592,"('national', 'institutes')",[4.50438048],305.0
153,884,"('patients', 'men')",[4.50062578],580.0
154,2483,"('women', 'men')",[4.39808061],603.0
155,1685,"('imaging', 'biomarkers')",[4.36435045],233.0
156,3599,"('successful', 'patients')",[4.35585284],176.0
157,3578,"('thoracic', 'aorta')",[4.31664168],236.0
158,3346,"('fluorescently', 'labeled')",[4.31304348],144.0
159,1805,"('values', 'higher')",[4.29230769],279.0
160,136,"('cells', 'vitro')",[4.26666667],216.0
161,337,"('systolic', 'dysfunction')",[4.26382281],356.0
162,964,"('breast', 'lesions')",[4.25431034],423.0
163,2021,"('volume', 'changes')",[4.22258065],187.0
164,286,"('acuity', 'bcva')",[4.21184211],291.0
165,2972,"('lesions', 'found')",[4.16666667],125.0
166,703,"('based', 'computed')",[4.1625],111.0
167,2969,"('using', 'functional')",[4.1546729],523.0
168,1332,"('neuroimaging', 'findings')",[4.125],165.0
169,3046,"('rarely', 'reported')",[4.10600707],166.0
170,2001,"('squamous', 'cell')",[4.10231023],565.0
171,1093,"('rv', 'dysfunction')",[4.09162996],258.0
172,504,"('drug', 'delivery')",[4.08252136],893.0
173,2709,"('higher', 'rates')",[4.06555863],259.0
174,412,"('peak', 'systolic')",[4.03724207],382.0
175,816,"('conservative', 'treatment')",[3.99574468],313.0
176,755,"('support', 'use')",[3.94615385],171.0
177,1887,"('lung', 'biopsy')",[3.91891892],175.0
178,339,"('change', 'time')",[3.91011236],145.0
179,1794,"('myocardial', 'infarction')",[3.90925926],2111.0
180,3342,"('different', 'patterns')",[3.81717791],183.0
181,1697,"('receiver', 'operator')",[3.75609756],154.0
182,260,"('conducted', 'patients')",[3.74894614],276.0
183,2940,"('detection', 'rates')",[3.72093023],288.0
184,2500,"('pain', 'score')",[3.70344828],179.0
185,2571,"('regression', 'model')",[3.6508315],576.0
186,2180,"('tumor', 'volume')",[3.64222675],725.0
187,1182,"('microscopy', 'showed')",[3.63007519],238.0
188,3203,"('brain', 'atrophy')",[3.62275449],275.0
189,2144,"('first', 'reported')",[3.62025316],260.0
190,1860,"('among', 'cases')",[3.61363636],159.0
191,1143,"('using', 'standardized')",[3.59152542],163.0
192,1570,"('disease', 'however')",[3.58818898],217.0
193,1606,"('abdominal', 'wall')",[3.56368638],254.0
194,1496,"('physical', 'examination')",[3.55879089],721.0
195,3564,"('important', 'information')",[3.55744681],152.0
196,2922,"('hypertension', 'ph')",[3.5443038],175.0
197,1247,"('coherence', 'tomography')",[3.49135729],2788.0
198,1709,"('among', 'patients')",[3.48873754],1942.0
199,2048,"('central', 'peripheral')",[3.47978142],199.0
200,803,"('cell', 'carcinoma')",[3.46263631],896.0
201,1216,"('descriptive', 'statistics')",[3.44327177],225.0
202,1263,"('taken', 'account')",[3.41923551],295.0
203,848,"('drug', 'resistance')",[3.4],119.0
204,3202,"('occurred', 'cases')",[3.39545455],166.0
205,2177,"('higher', 'sensitivity')",[3.38842975],246.0
206,454,"('review', 'performed')",[3.38347107],267.0
207,403,"('studies', 'evaluating')",[3.3665272],149.0
208,901,"('acute', 'appendicitis')",[3.34946237],267.0
209,138,"('optical', 'coherence')",[3.32061389],2802.0
210,3254,"('human', 'subjects')",[3.29072165],228.0
211,217,"('good', 'excellent')",[3.275],131.0
212,1859,"('mean', 'months')",[3.26307892],802.0
213,394,"('pulmonary', 'vascular')",[3.23308271],172.0
214,2044,"('taken', 'together')",[3.22775378],729.0
215,1762,"('associated', 'lower')",[3.21131561],673.0
216,149,"('sought', 'investigate')",[3.20833333],154.0
217,1629,"('identify', 'factors')",[3.20812183],316.0
218,3027,"('hounsfield', 'units')",[3.13394919],295.0
219,2402,"('brain', 'volume')",[3.1223583],363.0
220,3510,"('widespread', 'use')",[3.10869565],195.0
221,682,"('texture', 'analysis')",[3.06153846],199.0
222,1033,"('patients', 'enrolled')",[3.05399306],718.0
223,2353,"('investigate', 'association')",[3.04875218],309.0
224,3334,"('chart', 'review')",[3.02536663],449.0
225,2890,"('cardiac', 'surgery')",[2.9874739],265.0
226,1763,"('left', 'frontal')",[2.97984496],186.0
227,1303,"('disease', 'activity')",[2.94567138],741.0
228,3314,"('identified', 'cases')",[2.91588785],160.0
229,2319,"('associated', 'greater')",[2.90909091],480.0
230,1548,"('together', 'results')",[2.90679305],400.0
231,1949,"('patients', 'undergone')",[2.89449153],621.0
232,1362,"('independent', 'predictor')",[2.88367953],904.0
233,243,"('groups', 'similar')",[2.87984981],195.0
234,3584,"('mean', 'patients')",[2.87409041],266.0
235,886,"('difference', 'observed')",[2.87088866],299.0
236,1987,"('disease', 'onset')",[2.86538462],149.0
237,992,"('difference', 'found')",[2.86470588],487.0
238,2743,"('surgical', 'planning')",[2.85755604],304.0
239,1205,"('months', 'range')",[2.83943089],889.0
240,1300,"('tomography', 'oct')",[2.83758967],1023.0
241,2245,"('present', 'patients')",[2.82947037],529.0
242,1100,"('microscopy', 'images')",[2.81505376],231.0
243,415,"('duration', 'months')",[2.8128655],185.0
244,2028,"('target', 'volume')",[2.80627803],447.0
245,3101,"('patients', 'diabetes')",[2.79162956],209.0
246,3140,"('screening', 'program')",[2.77710387],185.0
247,1066,"('patients', 'bilateral')",[2.77510854],188.0
248,165,"('matched', 'healthy')",[2.76155089],231.0
249,1725,"('together', 'data')",[2.74304069],183.0
250,3319,"('outcomes', 'patients')",[2.71183469],802.0
251,2790,"('studies', 'reported')",[2.70051357],428.0
252,539,"('support', 'hypothesis')",[2.6970618],242.0
253,1574,"('structural', 'changes')",[2.69689363],573.0
254,2268,"('patients', 'treated')",[2.66801588],2422.0
255,362,"('patients', 'using')",[2.65718824],389.0
256,3509,"('using', 'dynamic')",[2.6568306],187.0
257,2362,"('immunofluorescence', 'staining')",[2.65217391],122.0
258,453,"('adverse', 'effects')",[2.64695341],422.0
259,876,"('well', 'defined')",[2.63741007],141.0
260,2837,"('identified', 'using')",[2.63477623],268.0
261,2198,"('cardiac', 'dysfunction')",[2.62509908],368.0
262,3074,"('previous', 'reports')",[2.625],245.0
263,535,"('multicenter', 'randomized')",[2.62173913],134.0
264,152,"('imaging', 'revealed')",[2.60832065],485.0
265,2361,"('aim', 'describe')",[2.60465116],210.0
266,1506,"('light', 'microscopy')",[2.60401338],458.0
267,2196,"('thyroid', 'carcinoma')",[2.59375],249.0
268,2611,"('natriuretic', 'peptide')",[2.59180328],306.0
269,257,"('coronary', 'atherosclerosis')",[2.5879081],261.0
270,1994,"('highlight', 'importance')",[2.5875],138.0
271,3169,"('stable', 'patients')",[2.58489426],138.0
272,2116,"('occipital', 'cortex')",[2.5795053],146.0
273,1974,"('findings', 'associated')",[2.56339869],159.0
274,953,"('artery', 'disease')",[2.56254234],1803.0
275,3369,"('syndrome', 'patients')",[2.54545455],140.0
276,3260,"('common', 'type')",[2.54478528],122.0
277,2097,"('proliferation', 'differentiation')",[2.54155251],121.0
278,1157,"('associated', 'improved')",[2.5323741],160.0
279,849,"('taking', 'advantage')",[2.51629956],136.0
280,2419,"('used', 'obtain')",[2.515625],161.0
281,1043,"('found', 'patients')",[2.50882186],760.0
282,2342,"('present', 'cases')",[2.50104662],337.0
283,3160,"('safety', 'profile')",[2.47912088],141.0
284,2600,"('investigate', 'effects')",[2.47904192],230.0
285,3119,"('especially', 'patients')",[2.47315224],261.0
286,3583,"('cardiovascular', 'disease')",[2.46072874],1013.0
287,1857,"('using', 'quantitative')",[2.45697329],276.0
288,2161,"('lung', 'cancer')",[2.45597993],2429.0
289,2518,"('cell', 'density')",[2.44714401],227.0
290,2882,"('evidence', 'suggests')",[2.43508772],347.0
291,3261,"('showed', 'changes')",[2.42382134],148.0
292,1367,"('multivariate', 'cox')",[2.42193065],219.0
293,1288,"('patients', 'presenting')",[2.41964286],813.0
294,431,"('randomized', 'trials')",[2.41602374],207.0
295,397,"('patients', 'higher')",[2.40866426],417.0
296,774,"('imaging', 'dti')",[2.39864865],639.0
297,2421,"('patients', 'undergo')",[2.3708628],289.0
298,356,"('better', 'understanding')",[2.36420303],531.0
299,1874,"('showed', 'evidence')",[2.36351351],159.0
300,1680,"('prospectively', 'enrolled')",[2.36296296],319.0
301,3353,"('elderly', 'patients')",[2.36177285],294.0
302,2893,"('tested', 'hypothesis')",[2.35774648],248.0
303,3409,"('patients', 'symptomatic')",[2.34220374],393.0
304,3171,"('associated', 'low')",[2.34193548],121.0
305,610,"('purpose', 'investigate')",[2.33732719],634.0
306,1784,"('greater', 'activation')",[2.33639576],174.0
307,1950,"('imaging', 'technique')",[2.33283246],675.0
308,1241,"('independent', 'prognostic')",[2.32723881],189.0
309,846,"('structural', 'connectivity')",[2.31974488],278.0
310,40,"('cuff', 'tears')",[2.31690141],210.0
311,842,"('close', 'proximity')",[2.29721886],161.0
312,1824,"('use', 'imaging')",[2.29411765],273.0
313,2384,"('regional', 'brain')",[2.28047337],141.0
314,2860,"('normal', 'control')",[2.2768559],237.0
315,3420,"('available', 'patients')",[2.25542169],216.0
316,1298,"('better', 'understand')",[2.25056948],380.0
317,1701,"('methods', 'used')",[2.25],405.0
318,482,"('anterior', 'cruciate')",[2.24678899],316.0
319,3592,"('tomography', 'images')",[2.24150943],474.0
320,2660,"('groups', 'b')",[2.23503055],177.0
321,576,"('neurological', 'symptoms')",[2.23397683],263.0
322,130,"('older', 'patients')",[2.22962963],301.0
323,2175,"('time', 'months')",[2.2238887],331.0
324,3291,"('hazard', 'hr')",[2.2136811],459.0
325,190,"('adverse', 'cardiac')",[2.20952381],348.0
326,773,"('using', 'multiple')",[2.20113636],149.0
327,1428,"('green', 'icg')",[2.19089027],143.0
328,2474,"('open', 'repair')",[2.18361532],183.0
329,2301,"('adult', 'population')",[2.18041237],141.0
330,640,"('images', 'analyzed')",[2.17647059],185.0
331,2382,"('rate', 'higher')",[2.1625],173.0
332,2777,"('imaging', 'used')",[2.15654119],526.0
333,2392,"('additional', 'imaging')",[2.14285714],150.0
334,3224,"('cortical', 'regions')",[2.14002281],408.0
335,1455,"('spin', 'echo')",[2.13907285],190.0
336,1937,"('treated', 'using')",[2.11630435],177.0
337,502,"('univariate', 'multivariate')",[2.1101137],410.0
338,1405,"('using', 'magnetic')",[2.10822999],550.0
339,1764,"('patients', 'coronary')",[2.10656371],341.0
340,3357,"('scale', 'vas')",[2.10638298],261.0
341,692,"('sonographic', 'findings')",[2.10386266],171.0
342,3233,"('arterial', 'hypertension')",[2.1],324.0
343,652,"('vivo', 'imaging')",[2.0875],501.0
344,2085,"('ventricular', 'mass')",[2.07988506],329.0
345,2982,"('cox', 'proportional')",[2.07635135],439.0
346,354,"('matched', 'gender')",[2.07567568],128.0
347,3182,"('knockout', 'mice')",[2.06597222],238.0
348,2642,"('months', 'months')",[2.05952024],723.0
349,3385,"('mycobacterium', 'tuberculosis')",[2.05405405],140.0
350,2973,"('respectively', 'difference')",[2.04573643],364.0
351,265,"('levels', 'serum')",[2.04285714],143.0
352,1230,"('type', 'collagen')",[2.03265306],166.0
353,1517,"('using', 'linear')",[2.0313099],289.0
354,1732,"('scores', 'patients')",[2.02980445],173.0
355,3388,"('medical', 'center')",[2.02792371],386.0
356,1135,"('patients', 'newly')",[2.02718447],174.0
357,2325,"('electron', 'microscope')",[2.02599278],488.0
358,0,"('cerebrospinal', 'fluid')",[2.0234974],909.0
359,662,"('inferior', 'parietal')",[2.02196532],477.0
360,352,"('blood', 'flow')",[2.01573765],3097.0
361,3057,"('determine', 'optimal')",[2.01445783],209.0
362,1210,"('system', 'based')",[2.01408451],165.0
363,400,"('including', 'patients')",[1.99793814],323.0
364,191,"('volume', 'index')",[1.99769585],289.0
365,288,"('studies', 'shown')",[1.99285714],558.0
366,3267,"('ultrasound', 'guidance')",[1.99247361],324.0
367,1899,"('studies', 'performed')",[1.9729252],526.0
368,3410,"('coronary', 'artery')",[1.96696681],4102.0
369,116,"('major', 'adverse')",[1.9652723],498.0
370,1022,"('confounding', 'factors')",[1.96195652],190.0
371,989,"('iliac', 'artery')",[1.95872856],329.0
372,2994,"('changes', 'observed')",[1.95702341],249.0
373,2612,"('natural', 'history')",[1.95331633],403.0
374,368,"('data', 'exist')",[1.95294118],166.0
375,543,"('hyaluronic', 'acid')",[1.95294118],166.0
376,465,"('used', 'determine')",[1.95051088],757.0
377,3629,"('using', 'echocardiography')",[1.94355828],176.0
378,857,"('thoracic', 'endovascular')",[1.93846154],168.0
379,1929,"('systematic', 'review')",[1.9377032],596.0
380,2283,"('suspected', 'coronary')",[1.93333333],145.0
381,2590,"('bladder', 'cancer')",[1.92653061],236.0
382,3536,"('thirty', 'patients')",[1.92412248],226.0
383,1540,"('model', 'using')",[1.91814947],231.0
384,2615,"('visual', 'analogue')",[1.91402715],235.0
385,3449,"('health', 'organization')",[1.90137741],203.0
386,3229,"('management', 'patients')",[1.87523266],512.0
387,1945,"('article', 'describes')",[1.87323944],190.0
388,528,"('smooth', 'muscle')",[1.86835443],369.0
389,532,"('achieved', 'patients')",[1.86832061],445.0
390,1720,"('salivary', 'glands')",[1.86371062],198.0
391,1523,"('findings', 'provide')",[1.86268657],416.0
392,1760,"('oct', 'images')",[1.85081606],259.0
393,1104,"('single', 'surgeon')",[1.85],111.0
394,3558,"('respiratory', 'distress')",[1.84569288],224.0
395,1351,"('minimally', 'invasive')",[1.83648881],1067.0
396,1527,"('compare', 'diagnostic')",[1.83059211],265.0
397,2849,"('inflammatory', 'markers')",[1.82990654],178.0
398,422,"('feasibility', 'using')",[1.82857143],256.0
399,3526,"('postoperative', 'day')",[1.8214876],232.0
400,2623,"('higher', 'patients')",[1.82084631],700.0
401,3511,"('retrospective', 'observational')",[1.81767068],219.0
402,1843,"('blood', 'cell')",[1.81688654],313.0
403,781,"('observed', 'patients')",[1.8164238],1026.0
404,1957,"('filtered', 'back')",[1.80740741],122.0
405,3185,"('effective', 'treatment')",[1.79982502],556.0
406,2023,"('stroke', 'scale')",[1.79485469],299.0
407,858,"('patients', 'without')",[1.78654124],2469.0
408,713,"('model', 'model')",[1.78582677],126.0
409,3601,"('ischemic', 'heart')",[1.78564684],155.0
410,2093,"('pain', 'patients')",[1.78378378],165.0
411,2789,"('higher', 'mortality')",[1.78187919],177.0
412,1224,"('associated', 'reduced')",[1.76460905],416.0
413,2065,"('analysis', 'software')",[1.75231788],147.0
414,533,"('fluorescence', 'intensity')",[1.75135135],216.0
415,3519,"('using', 'modified')",[1.74930016],304.0
416,2516,"('cell', 'carcinomas')",[1.74814815],118.0
417,3589,"('provides', 'first')",[1.74503817],127.0
418,2101,"('treatment', 'treatment')",[1.73592233],149.0
419,2248,"('spectroscopy', 'nirs')",[1.725],161.0
420,2193,"('microscopy', 'used')",[1.72452351],174.0
421,2608,"('prospective', 'multicenter')",[1.71160714],213.0
422,1092,"('health', 'care')",[1.7106267],511.0
423,2736,"('play', 'role')",[1.70741301],513.0
424,1254,"('lv', 'function')",[1.70706575],355.0
425,2450,"('median', 'time')",[1.70550632],559.0
426,822,"('cardiac', 'output')",[1.7027027],315.0
427,3531,"('coil', 'embolization')",[1.70154374],320.0
428,983,"('early', 'onset')",[1.7007874],144.0
429,836,"('right', 'side')",[1.70014993],324.0
430,1398,"('high', 'prevalence')",[1.69868361],297.0
431,1441,"('multivariate', 'regression')",[1.69864365],336.0
432,1438,"('grading', 'system')",[1.69592089],245.0
433,793,"('series', 'patients')",[1.69183267],447.0
434,2955,"('tomography', 'showed')",[1.69129129],256.0
435,396,"('enrolled', 'patients')",[1.69108198],700.0
436,2345,"('logistic', 'regression')",[1.68628137],2713.0
437,2246,"('cerebral', 'amyloid')",[1.67983539],157.0
438,1758,"('hemorrhage', 'ich')",[1.6784141],127.0
439,1024,"('level', 'trauma')",[1.67816092],146.0
440,3335,"('obstructive', 'pulmonary')",[1.66899302],186.0
441,2194,"('controls', 'hc')",[1.66325301],251.0
442,2989,"('network', 'dmn')",[1.66089965],288.0
443,42,"('coronary', 'syndromes')",[1.66020942],151.0
444,2208,"('odds', 'ratios')",[1.65908419],312.0
445,1411,"('many', 'patients')",[1.65243382],225.0
446,1833,"('temporal', 'cortex')",[1.65242137],247.0
447,2925,"('obtained', 'different')",[1.65022831],139.0
448,128,"('provide', 'overview')",[1.65],176.0
449,550,"('treatment', 'outcomes')",[1.65],276.0
450,1005,"('sciatic', 'nerve')",[1.64285714],184.0
451,619,"('studies', 'suggested')",[1.63970037],199.0
452,1616,"('efficacy', 'safety')",[1.6375448],425.0
453,2341,"('within', 'months')",[1.63749545],459.0
454,120,"('best', 'knowledge')",[1.6335277],431.0
455,101,"('transcranial', 'doppler')",[1.63040645],302.0
456,1449,"('evaluated', 'patients')",[1.63007349],486.0
457,1643,"('arterial', 'stiffness')",[1.62667155],400.0
458,636,"('scoring', 'system')",[1.61019462],511.0
459,407,"('recruited', 'patients')",[1.60833333],193.0
460,1992,"('mammography', 'screening')",[1.60409146],155.0
461,3525,"('different', 'patients')",[1.5950495],179.0
462,3007,"('days', 'respectively')",[1.58549223],153.0
463,1032,"('patients', 'recurrent')",[1.57781753],210.0
464,2134,"('current', 'imaging')",[1.57536946],123.0
465,3191,"('cell', 'viability')",[1.5739479],561.0
466,1323,"('disability', 'index')",[1.57211538],218.0
467,2944,"('flow', 'reserve')",[1.57086473],398.0
468,1871,"('autosomal', 'dominant')",[1.5658363],264.0
469,66,"('groups', 'differences')",[1.56296296],211.0
470,2667,"('respectively', 'median')",[1.56164384],190.0
471,3463,"('low', 'back')",[1.5613943],393.0
472,1325,"('radiofrequency', 'ablation')",[1.55954845],307.0
473,1381,"('preserved', 'ejection')",[1.55878285],161.0
474,1036,"('procedural', 'success')",[1.55796787],276.0
475,968,"('traumatic', 'brain')",[1.54902549],492.0
476,1011,"('systolic', 'excursion')",[1.54814815],209.0
477,954,"('males', 'females')",[1.54745009],1084.0
478,3572,"('outpatient', 'clinic')",[1.54736842],147.0
479,2086,"('fundus', 'autofluorescence')",[1.54196429],157.0
480,1736,"('invasive', 'breast')",[1.53308391],202.0
481,1026,"('operating', 'characteristics')",[1.52186589],174.0
482,2537,"('reported', 'literature')",[1.5184612],404.0
483,1705,"('scans', 'patients')",[1.51666667],364.0
484,2003,"('software', 'used')",[1.5160221],196.0
485,2205,"('early', 'stage')",[1.51564874],580.0
486,896,"('used', 'describe')",[1.51304348],116.0
487,2150,"('alcohol', 'consumption')",[1.50673401],179.0
488,2851,"('healthy', 'adult')",[1.5],158.0
489,3503,"('findings', 'including')",[1.4755814],141.0
490,1344,"('ascending', 'aorta')",[1.4748164],588.0
491,2996,"('data', 'showed')",[1.47096774],228.0
492,347,"('low', 'dose')",[1.46983105],261.0
493,1309,"('identify', 'predictors')",[1.46692913],162.0
494,1326,"('total', 'women')",[1.46525573],134.0
495,1613,"('u', 'test')",[1.46397059],181.0
496,3041,"('molecular', 'mechanisms')",[1.46363636],322.0
497,1656,"('useful', 'information')",[1.44626936],230.0
498,2469,"('years', 'included')",[1.44625159],271.0
499,699,"('surgery', 'performed')",[1.44444444],290.0
500,1749,"('observed', 'using')",[1.43571429],134.0
501,3178,"('using', 'computed')",[1.43218021],387.0
502,121,"('different', 'types')",[1.42948521],529.0
503,445,"('tomography', 'mdct')",[1.42417582],216.0
504,1284,"('associated', 'higher')",[1.41984469],968.0
505,962,"('fa', 'values')",[1.41730877],334.0
506,2331,"('nerve', 'fiber')",[1.41293103],596.0
507,2401,"('systolic', 'velocity')",[1.41211323],275.0
